raw_text,hasil_preprocessing,text_length
"🌷Bissmillah🌷
Tes ombak~~~

Ada yang mau ditag nanti? Sore ini aku up yaa untuk gform nya☝🏻 boleh drop @ dibawah👀❤️

Hayoo siapa yg kemarin ketinggalan ikut po😭🫵🏻 ada kenaikan harga ya karna bahan plastik naik dari vendornya😀👍 https://t.co/s6TBUvKNCe",bissmillah tes ombak ditag sore gform drop dibawah hayoo kemarin ketinggal sedih kenaikan harga karna bahan plastik naik vendornya setuju,20
"@gadogadogoo @BaseBDG Masihhh kk, tapi kayanya skrng yg ready mulai 1.5jt yaa harga ssd &amp; ram naik bgt 🥲",masihhh kayanya ready jutaan harga ssd ram naik,8
"siang nombok 80 rb perkara angsuran kurang 1000 rupiah, sorenya lngsung di gantii, mau gapercaya tpi emng rejeki udh ada yg aturr 😭 https://t.co/rnGcSdSKTu",siang nombok ribu perkara angsur rupiah sorenya lngsung gantii gapercaya tpi emng rejek sudah aturr sedih,16
dawet langganan gw naik harga😭 yailah naik semua ini sedih gw,dawet langgan naik harga sedih yailah naik sedih,8
@kaizoChopper Saldo 0 rupiah ku hanya bisa diam liat ini,saldo rupiah bisa diam liat,5
@hakobisa Sama kak gw juga udah habis 50 rib rupiah,habis rib rupiah,3
"@acamaricahehey_ Bikin perusahaan bidang peternakan dan pertanian. Paling ngga kalo perusahaan top nasional dipegang sama manusia berwarga negara yg sama, harga bahan pokok ga naik-turun secara ga ngotak kayak sekarang",bikin perusaha bidang peterna pertani ngga perusaha top nasional dipegang manusia warga negara harga bahan pokok naik_negated turun ngotak_negated,19
"@BangPino__ Makmurnya di era soeharto. Tapi dijatuhkan karena reformasi dan demokrasi. Rupiah enak di era habibie, online shop era megawati. Era SBY lumayan enak, tapi negeri ini mulai menunjukan kenapa reformasi dan demokrasi mereka perjuangkan. Krn mkn hak rkyt smpi sekrang scr berjamaah",makmurnya era soeharto dijatuh reformas demokras rupiah enak era habibie online shop era megawat era sby lumay enak negeri menunju reformas demokras perjuang mkn hak rkyt smpi sekrang scr berjamaah,30
"@sweetiersun Kok jadi brandnya? Ya suka2 mereka lah mau naruh harga brp. Jelas2 karna rupiah makin parah. Ga pembalut aja. Banyak yg lain jg pada naik.
Klo mau kritik pun, klo mmg ga karna brand, ya merk brandnya diblur lah. Itu kan harga mrk buat yg mmg mampu beli produk mrk.",brandnya sukamilyaranereka naruh harga brp jelas2 karna rupiah parah pembalut_negated naik kritik mmg karna_negated brand merk brandnya diblur harga mrk mmg beli produk mrk,24
"gw sih sepakat2 ajaa mau naik jugaa.

permasalahannya cuma soal timing.
bisnis udah jalan, kalkulasi planning udah dibuat, aturan main diubah.

uncertainty itu ga disukai dunia usaha. toh narasi pemerintah kan karena windfall tax. berarti apakah kalo harga turun, rate turun lg jg?",sepakat2 ajaa naik jugaa permasalahannya timing bisnis jalan kalkulas planning aturan main diubah uncertainty disukai_negated dunia usaha naras pemerintah windfall tax harga turun rate turun,25
@ivangcandra harga naik gak?,harga naik tidak,3
"*Re: buzzer 
Sementara harga kebutuhan pokok kita kian mencekik. Rupiah melemah, dan phk di mana2.",buzzer harga kebutuhan pokok kian mencekik rupiah melemah phk mana2,10
"Entar aja deh abis cf, takut kalap.. OAKWOWKWO

Ini rupiah turun plis balik 16k, pasti lebih murah 🫩🫩🫩",entar sudah abis takut kalap oakwowkwo rupiah turun plis 16k murah,11
@rmbantitermul @BangPino__ @aniesbaswedan @sahrinhamid @sociotalker @tomlembong @ramadhanpohan1 @tatakujiyati @GeizChalifah @BosPurwa @abu_waras @Pak_JK tanya nih USD vs IDR apa sudah 20K❓😄 apa ente kebo anies baswedan kagak lihat mana ada rakyat pusingkan mau USD 100K sekalipun toh hutang juga terbesar sudah RUPIAH tolol😄😄😄😄😄,aniesbaswed dolar rupiah sudah 20k ente kebo anies baswed lihat_negated rakyat pusing dolar 100k hutang terbesar sudah rupiah tolol,19
@SoftWarNews Suruh pake rupiah aj,suruh pake rupiah,3
@killingmaster27 @evelyndewi7 @Yens0906 @SmileyNDeLight @PUTRY_NUSANTARA @bonapasogit24 @Rahmah0845 @AntonRebor79105 @B4r4_Akb4r @Blues_321lagi @Dihandri1 @GM_Warrios @HumorJonTampan @katrinrienks @gangsterrandom @wiyantokdr54 @Jediimar @jokowi @prabowo sangat memalukan rupiah terlemah di dunia https://t.co/P0DhUdxxSG,jokow prabowo memalu rupiah terlemah dunia,6
"Nilai tukar dolar AS terhadap rupiah Indonesia mencapai Rp17.377 pada Minggu, 10 Mei 2026 pukul 10:15 WIB. Tingkat ini mencerminkan stabilitas relatif di akhir pekan meskipun ada fluktuasi ringan dari hari sebelumnya.

https://t.co/J5BvlhBcMI",nilai tukar dolar rupiah indonesia mencapai rupiah minggu mei wib tingkat mencermin stabilitas relatif pekan fluktuas ringan hari,18
@tazettaflowy kalo di aku yg gratong bener2 0 rupiah tuh pas event sm payday aja wkwk selain itu masih nyisa 5k 🤣,gratong bener2 rupiah pas event payday tertawa masih nyisa,9
"@senogp selain tau harga pasar yang naik dan turun, kita biasanya belajar komoditas bawang merah, bawang putih, dan sayur mayur itu aslinya dibawa dari mana..",harga pasar naik turun belajar komoditas bawang merah bawang putih sayur mayur aslinya dibawa,14
"10 juta rupiah mah yah wkwkwkwkekek. Kecil bener itu. 

Klo 10 juta dollar tuh, baru dah.",juta rupiah mah tertawa bener juta dollar sudah,8
"waktu tahun kapan ya, pernah heboh pencuri buku di gramed kayaknya, buku yg dicuri dia masukin dlm ransel, trs dia jual lagi, mencuri emg tidak dibenarkan tapi mahal nya harga buku dan sulitnya lapangan kerja trs kebutuhan naik, huft mata rantai yg saling berkaitan",tahun pernah heboh pencur buku gramed kayaknya buku dicur masukin ransel jual mencur dibenarkan_negated mahal harga buku sulitnya lapang kerja kebutuhan naik huft mata rantai berkait,26
"Rupiah makin lemah lagi terhadap dolar AS. 💸🇮🇩

Jujur, ini mulai kerasa ke banyak hal.
- harga barang impor naik 📦
- gadget makin mahal 📱
- langganan luar negeri ikut naik 💳
- bisnis yang pakai bahan impor mulai kepukul 😮‍💨

Dan yang bikin berat…

gaji banyak orang tetap, tapi nilai uangnya perlahan turun.

Makanya sekarang makin penting buat:

- punya skill tambahan 🧠
- cari income dari internet 🌐
- belajar investasi 💰
- dan jangan bergantung ke 1 sumber penghasilan aja

Karena kondisi ekonomi bisa berubah cepat.

Yang siap biasanya bukan yang paling kaya, tapi yang paling cepat beradaptasi. 🤝
#Rupiah #USDIDR #Ekonomi #Crypto #Investasi",rupiah lemah dolar indonesia jujur kerasa harga barang impor naik gadget mahal langgan negeri naik bisnis bahan impor kepukul bikin berat gaji orang nilai uangnya perlah turun punya skill tambah cari income internet belajar investasi uang bergantung_negated sumber penghasil kondisi ekonomi bisa berubah cepat bukan kaya cepat beradaptas rupiah usdidr ekonomi crypto investasi,53
"cv tf peso to idr | php to idr | idr to php rp rupiah | shopee id checkout

         rate: idr ÷ 250 + 30php

⤷ no minimum and max amount
⤷ mention in advance if rush (normal process 1~15mins)
⤷ gcash, maya, ph bank

📣 mention after dm

#zonabu #zonajajan #zonauang",peso rupiah php rupiah php rupiah shopee checkout rate rupiah 30php minimum max amount mention advance rush normal process milyaranins gcash maya bank mention after zonabu zonajaj zonauang,28
"Banyak ekonom dadakan ya ? 

Menteri Keuangan Purbaya Yudhi Sadewa menilai para ekonom keliru memprediksi ekonomi Indonesia. Dalam konferensi pers KSSK di Jakarta (7/5/2026), ia menyebut meski rupiah melemah dan harga minyak naik, ekonomi Indonesia tetap tumbuh kencang. https://t.co/wYFyH3nGyI",ekonom dada menteri keuangan purbaya yudhi sadewa menilai ekonom keliru memprediks ekonomi indonesia konferens pers kssk jakarta menyebut rupiah melemah harga minyak naik ekonomi indonesia tumbuh kencang,27
"@kthkth07 @Yuyunsuga93 @janeptrciaa Sejauh ini aku blm nemu sih kak masih pada harga pasaran sekian, klo hc emg naik tp gak 1jt juga",nemu_negated masih harga pasar sekian naik jutaan_negated,7
@LambeSahamjja Ngotak kalau ngitung dong pak . realistis dikit . Harga saham naik turun tak bisa jadi patokan,ngotak ngitung realistis dikit harga saham naik turun bisa pato,10
"Hell nah harga kosan naik 😭
Okela kalo harganya naik... Tp minimal semoga kulkasnya bisa update ya Allah 🙏🙏🙏",hell harga kosan naik sedih okela harganya naik minimal semoga kulkasnya bisa update allah,14
"@ferizandra Harga bbm selangit dan orang beralih ke naik moda transport lain yg tidak menggunakan bbm seperti sepeda,kuda,jalan kaki l,kendaraan listrik..😄",harga bahan_bakar_minyak selangit orang beralih naik moda transport tidak bahan_bakar_minyak sepeda kuda jalan kaki kendara listrik,16
@unmagnetism Sarapan rupiah makin melemah 🥴,sarap rupiah melemah,3
The Ostrich Policy Strangling the Rupiah https://t.co/2s1d5UgO3Q #TempoEnglish,ostrich policy strangling rupiah tempoenglish,5
@noteindri 😭😭😭😭😭😭 GA NYANGKA BISA MELEWATI TUKU 2X NAIK HARGA PERTEMANAN INI MWAH LOVE YOU IBU UMI 🫶🏻🫶🏻🫶🏻🫶🏻 MY FOREVER MANULLANGS FROM BANDUNG,sedih nyangka_negated bisa melewat tuku naik harga perteman mwah love you umi forever manullangs from bandung,16
@KangManto123 Kalau sebentar lagi swasembada BBM knp harga BBM naik,sebentar swasembada bahan_bakar_minyak harga bahan_bakar_minyak naik,6
"5 Tahun bukannya naik malah turun.
kalah sama harga kentang yang naik 10X 

Apa nanti Kentang aja ya jangan ETH 😂 https://t.co/AyX3HjzCWc",tahun naik turun kalah harga kentang naik 10x kentang eth_negated tertawa,11
"@DedynurPalakka 10 tahun Jokowi  + prabowo..
Tetap   tagar  # 2025 Indonesia gelap, akan  terwujud. 
Mulai, merosot  rupiah..
  17 , 400. 
Tidak  bisa  di harapkan prabowo,   ekonomi akan  maju.
Rakyat  miskin  Tetap bertubi2.",tahun jokow prabowo tagar indonesia gelap terwujud merosot rupiah bisa_negated harap prabowo ekonomi maju rakyat miskin bertubi2,17
"Makin hari, hatiku semakin hancur rasanya baca berita. Dari MBG, ekonomi nasional, nilai rupiah yg semakin melemah, hutan yg alih fungsi  hewan langka yg di lindungi kehilangan habitat nya, dan masih banyak lagi. Entah akan bagaimana Indonesia kedepannya💔",hari hatiku hancur baca berita mbg ekonomi nasional nilai rupiah melemah hutan alih fungs hewan langka lindung kehilang habitat masih indonesia kedepannya,22
@Eveeetzy sedih mana harga welkin aja pd naik. wowok fufuafa anj 👎🏻,sedih harga welkin naik wowok fufuafa anj,7
"@naoy____ @TxtdariHI Kalo di Jakarta pake dong emang lebih mahal soalnya dongnya jadi 2
Kalo pake rupiah kan enak.
+ berapa harga popmi 1 ?
- 6000 rupiah Dong
Sementara KLO pake dong, kudu 2 kalo bayarnya
+Berapa harga popmi 1?
-6000 Dong dong",jakarta pake mahal dongnya pake rupiah enak harga popmi rupiah pake kudu bayarnya harga popmi,15
@lavidaaqsan @mchmmdalfian @dendirmd10 @aniesbaswedan @sahrinhamid @sociotalker @tomlembong @ramadhanpohan1 @tatakujiyati @GeizChalifah @BosPurwa @abu_waras @Pak_JK produk dan produksi cuma MEME PROPAGANDA malah nekat pakai manipulasi AI memang kelompok kebo macam kalian punya sumberdaya apa😄 rupiah 20K 50K 100K memang ada rakyat perdulikan TOLOL😄 lihat pasar semua tertawaan gembira harga-2 stabil bukan bayar pakai USD😄,aniesbaswed produk produks meme propaganda nekat manipulas kelompok kebo punya sumberdaya rupiah 20k 50k 100k rakyat perduli tolol lihat pasar tertawa gembira harga stabil bayar_negated dolar,26
@acerperegrinus Convert that dollar to rupiah and shit I'm richer than any corruptor ever,convert that dollar rupiah shit miliar richer than any corruptor ever,11
"@BangPino__ Jaman Suharto lah, keluarga masih lengkap dan ga mikirin kerja, cuma mikirin besok main apa lagi ? 😁 Tanpa gadget klo janjian bisa tepat waktu bensin msh 250 rupiah/liter",jaman suharto keluarga masih lengkap mikirin_negated kerja mikirin besok main gadget_negated janji bisa bensin msh rupiah liter,17
"Harga Emas di Pegadaian Hari Ini Flukuatif: UBS Turun Tipis, Galeri24 Naik dan Antam Stabil
https://t.co/RyH19cT9zm",harga emas pegadai hari flukuatif ubs turun tipis galeri24 naik antam stabil,12
"@ushiijiwma Berapaan ini kalau jadi rupiah????, kenapa aku baru lihat artbook secakep ini biasanya kamu cuma sering perkertasan kalau gak standee. ASDSFDGDHJSKA MAU HANMARUUU",berapa rupiah lihat artbook secakep perkertas standee_negated asdsfdgdhjska hanmaruuu,9
"kirain tiket mei doang yg mahal ternyata aku cek agustus sampe desember pun pp bangkok udah naik bgt ya....🥲🥲 rupiah melemah nya parah bgt ini🥲🥲 untung pernah ngerasain pp 2,5 udah sama bagasi🥹",kirain tiket mei mahal cek agustus desember bangkok naik rupiah melemah parah untung pernah ngerasain bagas,16
@LambeSahamjja nilai tukar rupiah paling yg jd tumbal,nilai tukar rupiah tumbal,4
"10 million rupiah is not much, bro🥲🥲

Wont make ppl here consider us as millionaires😭😭😭",million rupiah not much wont make ppl here consider millionaires sedih,11
"@akunadeyangbaru @Dara_Cega I don't know. Sy hny posting berita yg sdh ada.

Tapi, kalo lihat dari pola pasar, bbm ron 92 di semua spbu swasta tdk ada yg naik signifikan. Jd kemungkinan spbu swasta memangkas selisih harga.

Ini mgkn krn konsumsi terbesar di spbu swasta itu bukan bbm ron 92. Jd msh untung.",don triliun know hny posting berita sdh lihat pola pasar bahan_bakar_minyak ron spbu swasta tidak naik signifi spbu swasta memangkas selisih harga mgkn konsums terbesar spbu swasta bahan_bakar_minyak_negated ron msh untung,31
"@txtdaritaxpayer Manuver tolol yang bisa menaikkan pendapatan beberapa puluh trilyun rupiah saja, padahal cukup stop MBG 1 bulan sudah tercover semuanya. Ini rezim paling korup yang ada.",manuver tolol bisa menaik pendapat puluh trilyun rupiah stop mbg bulan sudah tercover rezim korup,15
@isshimori Smw salah rupiah lemah….🥲🥲🥲,smw salah rupiah lemah,4
"@TxtdariHI Yang paling aneh adalah rupiah undevalued gini, tapi pertumbuhan ekspor payah 😭 itupun dicarry komoditas https://t.co/5av7fsWYcC",aneh rupiah undevalued pertumbuhan ekspor payah sedih itupun dicarry komoditas,10
"@minesuga27 tapi sayang kurs dollar, ringgit, SGD lebih kuat dari rupiah",sayang kurs dollar ringgit sgd kuat rupiah,7
@LambeSahamjja gak bisa bayar ?. ya print rupiah di pasar pramuka. https://t.co/QsdZnnzJXQ,bisa_negated bayar print rupiah pasar pramuka,6
"Kapan hari aku juga kaget, doi main ke Seoul (yang jaraknya kurleb kayak Blitar-Malang) tarif keretanya cuma sekitar 20ribuan rupiah. Bzirrr lah.

Blitar-Malang naik kereta tarif 12ribu, naik bus ga cukup 20ribu. Dengan UMR imut 2,5 juta itu. 😔",hari kaget doi main seoul jaraknya kurleb blitar malang tarif keretanya 20ribu rupiah bzirrr blitar malang naik kereta tarif 12ribu naik bus tidak 20ribu umr imut juta sedih,28
"kayak ya Tuhannnn in this economy yg semua muanya naik dan pedagang berlomba2 naikin harga dan borju pemilik usaha juga gak ngotak naikin harga, theres someone jualan gambar seribuan 😭",tuhannnn this economy muanya naik pedagang berlomba2 naikin harga borju pemilik usaha ngotak_negated naikin harga theres someone jualan gambar seribu sedih,21
"Nomor im3 ku juga begini lagi, rupiah cepat anjing emang",nomor im3 rupiah cepat anjing,5
"@haryleywibowo @Dara_Cega wkwk jadi lu percaya harga pertamax seharusnya lebih mahal dari harga pertalite sebelum subsidi yg 16.088 itu 🤣😅
maen² dong ke iran harga premium cuma 500 rupiah per liter 😅
masih mau jadi penyembah ASU",tertawa percaya harga pertamax mahal harga pertalite subsidi maen iran harga premium rupiah liter masih penyembah asu,17
"overheard bapak2 nongkrong, trs ngeluhin harga barang2 pada naik trs ada yg bilang harga2 naik grgr palestina.... jir apa hubungannya 🥲",overheard bapak2 nongkrong ngeluhin harga barang2 naik bilang harga2 naik grgr palestina jir hubungannya,14
Intinya deh? Jurus mana yang ampuh dipake biar rupiah balik stabil??,intinya sudah jurus ampuh dipake biar rupiah stabil,8
"Siap lari bareng di Jogja dan nikmatin penampilan dari Ndarboy Genk, Runners? 🏃🏁

Jogja Run-D City — Minggu, 24 Mei 2026 ✨ menghadirkan pengalaman seru + total hadiah puluhan juta rupiah

🏅10K Race Run
Juara 1: Rp25 juta
Juara 2: Rp15 juta
Juara 3: Rp10 juta

🏅5K Best Costume
Juara 1: Rp5 juta
Juara 2: Rp3 juta
Juara 3: Rp2 juta

🏅5K Best Social Media Post
Juara 1: Rp5 juta
Juara 2: Rp3 juta
Juara 3: Rp2 juta

📍Start Lapangan Pancasila UGM dan finish di GIK UGM.

Kepoin dan follow info selengkapnya di IG @jogjarundcity dan segera daftarkan dirimu di https://t.co/XfR9sRDMyh! Sampai ketemu di garis start, Runners! 🏁",lari bareng jogja nikmatin penampil ndarboy genk runners jogja run city minggu mei menghadir pengalam seru total hadiah puluh juta rupiah 10k race run juara rupiah juta juara rupiah juta juara rupiah juta best costume juara rupiah juta juara rupiah juta juara rupiah juta best social media post juara rupiah juta juara rupiah juta juara rupiah juta start lapang pancasila ugm finish gik ugm kepoin follow info daftar dirimu ketemu garis start runners,73
semakin rupiah lesu semakin mahal gaji pemain.. trs tiket naik angudubilllah.. semakin ratau iso mlebu stadion ky aq.. bukan karna wayahnya nggolek sandhang pangan ngel.. mencintai klub lahir batin mz.. jan batin nya doang lahir nya jg,rupiah lesu mahal gaji pemain tiket naik angudubilllah ratau iso mlebu stadion karna_negated wayahnya nggolek sandhang pangan ngel mencintai klub lahir batin jan batin lahir,25
"@Yoechan_ @DolfieOtay @baronko_cole @b3l4h4nh4t1ku_ @TukuQ_86300 @A5l1n9_4la_m_ @ArdieSuhardi321 @OktermanLkmn @se_raden997370 @FreeStranger13 @secr3thm4nz56 @4nw4r__84 @C1ntaT4nahA1r3_ @Anto1157 @perangutan23 @Udinsam_dua @Darmara02177184 @sampalle @bale_imut @Al355555 @NunutUswatun @Sumanto59653397 @RENIEKA2012 @Amans4 @Enggang_Kaltim @dankelha @KiYang4343 @toniwahyudi21 @NawawiAlMaroni @RusdiridwanS @abah_mumtaz @NegeriKorup4545 @SuwandaBen @dewimajid4 @syeifm @M4nusi4Bum12_ @MentriGoblok35 @OdriSeva @irawanjayakarta #TangkapNepalkanJokowi  
#TangkapNepalkanJokowi  

@InonkIskandar88
@ILHAM2504
@Yak_An5
@Ccindydd86Cindy
@Br0m0c0r4hC4we2
@ade_rusmaya
@sumpanto
@Andi00583950
@br2_joan
@zal_4d3k
@Atiiiiiiiiiihhh 

8. Geng Solo lakukan operasi jatuhkan rupiah https://t.co/zTtEAn583m",tangkapnepalkanjokow geng solo laku operas jatuh rupiah,7
